Term: 防控,Freq: 173,TF: 0.012943288942091876,IDF: 0.6842467475153123,TF × IDF: 0.008856403360777273
Term: 能少,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 极其可怕,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 血泪,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 吓人,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 有助于,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 预示,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 寻常,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 愿来,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 开春,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 风波,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 已过,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 安好,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 委派,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 疾控关,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 科研机构,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 控制中心,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 送检,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 有所增加,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 一档,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 一区,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 督导,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 执法,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 三包,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 家属,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 由区,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 社区卫生,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 服务中心,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 入户,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 随访,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 1.21,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 主体,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 出入口,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 废弃,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 无害化,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 严禁,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 加工,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 转运,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 贩卖,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 督促,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 二级,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 日均,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 2000,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 余人,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 家园,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 干干净净,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 为期,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 千个,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 除四害,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 清运,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 垃圾,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 卫生死角,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 整洁,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 交易,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 病死率,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: NHK,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 神奈川,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 回国,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 患上,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 多岁,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 后于,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 日回,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 入院,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 日本政府,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 首相,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 官邸,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 管理中心,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 联络,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 收集,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 时长,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 新病毒,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 重要依据,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 进程,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 里程碑,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 反应速度,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 强度,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 年龄组,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 前期,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 年龄段,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 在校学生,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: B型,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 校方,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 缺课,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 病因,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 追查,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 评估,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 学龄儿童,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 中下旬,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 放寒假,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 四月,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 仍有,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 一波,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 最佳,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 时机,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 季都,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 环境部,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 日称,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 值得注意,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 以往,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 坡州,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 铁原,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 华川,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 韩国政府,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 已检,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 修订,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 419,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 通力协作,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 尽量避免,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 佩带,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 采用,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 肺泡,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 洗液,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 拭子,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 血液,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 以下几点,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 数周,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 数年,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 一类,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 肠道,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 类病毒,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 排列,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 突起,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 一顶,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 帝王,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 皇冠,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 老鼠,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 刺猬,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 鸟类,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 六种,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 四种,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 轻微,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 两种,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 简称,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 呼吸系统,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 不同于,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 上周,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 幼托,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 散居,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 占近,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 中小学生,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 请带,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 养老院,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 班主任,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 校医,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 地段,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 保健,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 保健所,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 宿舍,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 食堂,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 班级,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 布置,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 间距,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 就近,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 时要,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 首选,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 服药,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 贾晓宏,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 这波,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 门急诊,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 爆满,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 骤增,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 山东大学,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 齐鲁,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 接近,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 4000,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 徐群,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 护士长,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 朋友圈,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 1100,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 加班加点,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 该院,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 两头,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 早晨,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 酸胀,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 手臂,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 腰身,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 夜间,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 下班,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 缩短,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 等候,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 979,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 185,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 296,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 攀升,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 西北地区,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 东北,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 西南,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 华南地区,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 华东,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 心肌炎,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 脑炎,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 中招,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 中心医院,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 主任医师,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 王欣,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 往常,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 40%,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 早早,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 国庆节,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 打听,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 啥时候,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 终于,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 天桥区,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 静静,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 放心,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 出去玩,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 抢手,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 三岁,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 不太好,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 约苗,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 尹荣,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 屈指可数,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 胡灵,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 两岁,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 赶到,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 早已,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 大半个,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 生病,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 耽搁,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 悻悻,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 高过,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 三院,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 儿保,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 科主任,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 高美哲,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
Term: 一共,Freq: 1,TF: 7.481669908723627e-05,IDF: 2.0064660422492313,TF × IDF: 0.00015011716611171863
