Term: 武汉,Count: 2439,TF: 0.02459388,IDF: 1.02975636,TF × IDF: 0.02532570
Term: 身体健康,Count: 28,TF: 0.00028234,IDF: 3.32201243,TF × IDF: 0.00093793
Term: 没什么,Count: 28,TF: 0.00028234,IDF: 3.32201243,TF × IDF: 0.00093793
Term: 任何人,Count: 28,TF: 0.00028234,IDF: 3.32201243,TF × IDF: 0.00093793
Term: 放在首位,Count: 28,TF: 0.00028234,IDF: 3.32201243,TF × IDF: 0.00093793
Term: 真话,Count: 27,TF: 0.00027225,IDF: 2.71995244,TF × IDF: 0.00074052
Term: 抄,Count: 27,TF: 0.00027225,IDF: 2.41892245,TF × IDF: 0.00065856
Term: 官博,Count: 27,TF: 0.00027225,IDF: 2.41892245,TF × IDF: 0.00065856
Term: 善良,Count: 27,TF: 0.00027225,IDF: 2.62304243,TF × IDF: 0.00071414
Term: 真实,Count: 27,TF: 0.00027225,IDF: 2.84489118,TF × IDF: 0.00077454
Term: 添麻烦,Count: 27,TF: 0.00027225,IDF: 2.54386118,TF × IDF: 0.00069258
Term: 复制,Count: 27,TF: 0.00027225,IDF: 2.71995244,TF × IDF: 0.00074052
Term: 加,Count: 27,TF: 0.00027225,IDF: 0.90371114,TF × IDF: 0.00024604
Term: 需求,Count: 27,TF: 0.00027225,IDF: 3.02098244,TF × IDF: 0.00082248
Term: 挤,Count: 27,TF: 0.00027225,IDF: 2.62304243,TF × IDF: 0.00071414
Term: 机制,Count: 27,TF: 0.00027225,IDF: 2.84489118,TF × IDF: 0.00077454
Term: 打败,Count: 27,TF: 0.00027225,IDF: 2.54386118,TF × IDF: 0.00069258
Term: 北,Count: 27,TF: 0.00027225,IDF: 1.08901632,TF × IDF: 0.00029649
Term: 有钱,Count: 27,TF: 0.00027225,IDF: 3.02098244,TF × IDF: 0.00082248
Term: 家乡,Count: 27,TF: 0.00027225,IDF: 2.71995244,TF × IDF: 0.00074052
Term: 文艺,Count: 27,TF: 0.00027225,IDF: 2.71995244,TF × IDF: 0.00074052
Term: 演员,Count: 27,TF: 0.00027225,IDF: 2.41892245,TF × IDF: 0.00065856
Term: 区县,Count: 27,TF: 0.00027225,IDF: 2.36776992,TF × IDF: 0.00064464
Term: 啥时候,Count: 27,TF: 0.00027225,IDF: 2.71995244,TF × IDF: 0.00074052
Term: 亲戚,Count: 27,TF: 0.00027225,IDF: 2.71995244,TF × IDF: 0.00074052
Term: 浙江人,Count: 27,TF: 0.00027225,IDF: 3.02098244,TF × IDF: 0.00082248
Term: 长时间,Count: 27,TF: 0.00027225,IDF: 3.02098244,TF × IDF: 0.00082248
Term: 活着,Count: 27,TF: 0.00027225,IDF: 2.71995244,TF × IDF: 0.00074052
Term: 各省,Count: 27,TF: 0.00027225,IDF: 3.02098244,TF × IDF: 0.00082248
Term: 更何况,Count: 27,TF: 0.00027225,IDF: 3.32201243,TF × IDF: 0.00090444
Term: 棒,Count: 27,TF: 0.00027225,IDF: 2.28061975,TF × IDF: 0.00062091
Term: 上班族,Count: 27,TF: 0.00027225,IDF: 3.32201243,TF × IDF: 0.00090444
Term: 非常时期,Count: 27,TF: 0.00027225,IDF: 3.32201243,TF × IDF: 0.00090444
Term: 一点点,Count: 27,TF: 0.00027225,IDF: 3.32201243,TF × IDF: 0.00090444
Term: 下次,Count: 27,TF: 0.00027225,IDF: 3.32201243,TF × IDF: 0.00090444
Term: 标准,Count: 26,TF: 0.00026217,IDF: 2.41892245,TF × IDF: 0.00063417
Term: 忙,Count: 26,TF: 0.00026217,IDF: 2.28061975,TF × IDF: 0.00059791
Term: 这时候,Count: 26,TF: 0.00026217,IDF: 2.71995244,TF × IDF: 0.00071309
Term: 明细,Count: 26,TF: 0.00026217,IDF: 2.20806908,TF × IDF: 0.00057889
Term: 大爷,Count: 26,TF: 0.00026217,IDF: 3.02098244,TF × IDF: 0.00079202
Term: 绝望,Count: 26,TF: 0.00026217,IDF: 3.02098244,TF × IDF: 0.00079202
Term: 妖魔鬼怪,Count: 26,TF: 0.00026217,IDF: 2.84489118,TF × IDF: 0.00074585
Term: 太大,Count: 26,TF: 0.00026217,IDF: 2.20806908,TF × IDF: 0.00057889
Term: 良心,Count: 26,TF: 0.00026217,IDF: 2.71995244,TF × IDF: 0.00071309
Term: 轨迹,Count: 26,TF: 0.00026217,IDF: 2.41892245,TF × IDF: 0.00063417
Term: 发抖,Count: 26,TF: 0.00026217,IDF: 2.47691439,TF × IDF: 0.00064938
Term: 沈阳,Count: 26,TF: 0.00026217,IDF: 2.54386118,TF × IDF: 0.00066693
Term: 感受,Count: 26,TF: 0.00026217,IDF: 2.84489118,TF × IDF: 0.00074585
Term: 汇演,Count: 26,TF: 0.00026217,IDF: 2.71995244,TF × IDF: 0.00071309
Term: 心酸,Count: 26,TF: 0.00026217,IDF: 2.71995244,TF × IDF: 0.00071309
Term: 女,Count: 26,TF: 0.00026217,IDF: 2.28061975,TF × IDF: 0.00059791
Term: 庞大,Count: 26,TF: 0.00026217,IDF: 3.02098244,TF × IDF: 0.00079202
Term: 县市,Count: 26,TF: 0.00026217,IDF: 3.02098244,TF × IDF: 0.00079202
Term: 配合,Count: 26,TF: 0.00026217,IDF: 2.84489118,TF × IDF: 0.00074585
Term: 核实,Count: 26,TF: 0.00026217,IDF: 3.02098244,TF × IDF: 0.00079202
Term: 距离,Count: 26,TF: 0.00026217,IDF: 3.02098244,TF × IDF: 0.00079202
Term: 屎,Count: 26,TF: 0.00026217,IDF: 2.32201243,TF × IDF: 0.00060876
Term: 高考,Count: 26,TF: 0.00026217,IDF: 2.84489118,TF × IDF: 0.00074585
Term: 鼓励,Count: 26,TF: 0.00026217,IDF: 2.71995244,TF × IDF: 0.00071309
Term: 不堪设想,Count: 26,TF: 0.00026217,IDF: 3.02098244,TF × IDF: 0.00079202
Term: 明年,Count: 26,TF: 0.00026217,IDF: 3.02098244,TF × IDF: 0.00079202
Term: 试剂盒,Count: 26,TF: 0.00026217,IDF: 2.32201243,TF × IDF: 0.00060876
Term: 妻子,Count: 26,TF: 0.00026217,IDF: 2.62304243,TF × IDF: 0.00068769
Term: 避免出现,Count: 26,TF: 0.00026217,IDF: 2.84489118,TF × IDF: 0.00074585
Term: 必备,Count: 26,TF: 0.00026217,IDF: 2.47691439,TF × IDF: 0.00064938
Term: 回收,Count: 26,TF: 0.00026217,IDF: 2.84489118,TF × IDF: 0.00074585
Term: 早日康复,Count: 26,TF: 0.00026217,IDF: 3.32201243,TF × IDF: 0.00087094
Term: 文件,Count: 26,TF: 0.00026217,IDF: 3.32201243,TF × IDF: 0.00087094
Term: 携带,Count: 26,TF: 0.00026217,IDF: 2.84489118,TF × IDF: 0.00074585
Term: 祝贺,Count: 26,TF: 0.00026217,IDF: 3.32201243,TF × IDF: 0.00087094
Term: 我爸,Count: 26,TF: 0.00026217,IDF: 2.84489118,TF × IDF: 0.00074585
Term: 伊拉克,Count: 26,TF: 0.00026217,IDF: 3.32201243,TF × IDF: 0.00087094
Term: 时刻,Count: 26,TF: 0.00026217,IDF: 3.32201243,TF × IDF: 0.00087094
Term: 黄石,Count: 26,TF: 0.00026217,IDF: 3.32201243,TF × IDF: 0.00087094
Term: 无奈,Count: 26,TF: 0.00026217,IDF: 3.32201243,TF × IDF: 0.00087094
Term: 高校,Count: 26,TF: 0.00026217,IDF: 3.32201243,TF × IDF: 0.00087094
Term: 爱情,Count: 26,TF: 0.00026217,IDF: 3.32201243,TF × IDF: 0.00087094
Term: 操作,Count: 25,TF: 0.00025208,IDF: 2.41892245,TF × IDF: 0.00060978
Term: 缺乏,Count: 25,TF: 0.00025208,IDF: 3.02098244,TF × IDF: 0.00076155
Term: 放在,Count: 25,TF: 0.00025208,IDF: 2.62304243,TF × IDF: 0.00066124
Term: 最美,Count: 25,TF: 0.00025208,IDF: 2.62304243,TF × IDF: 0.00066124
Term: 我的天,Count: 25,TF: 0.00025208,IDF: 2.62304243,TF × IDF: 0.00066124
Term: 三个,Count: 25,TF: 0.00025208,IDF: 2.54386118,TF × IDF: 0.00064128
Term: 千万别,Count: 25,TF: 0.00025208,IDF: 3.02098244,TF × IDF: 0.00076155
Term: 爆炸,Count: 25,TF: 0.00025208,IDF: 2.84489118,TF × IDF: 0.00071716
Term: 渎职,Count: 25,TF: 0.00025208,IDF: 3.02098244,TF × IDF: 0.00076155
Term: 酒店,Count: 25,TF: 0.00025208,IDF: 2.71995244,TF × IDF: 0.00068567
Term: 遭殃,Count: 25,TF: 0.00025208,IDF: 2.62304243,TF × IDF: 0.00066124
Term: 兄弟,Count: 25,TF: 0.00025208,IDF: 2.54386118,TF × IDF: 0.00064128
Term: 没人,Count: 25,TF: 0.00025208,IDF: 2.47691439,TF × IDF: 0.00062440
Term: 上班时间,Count: 25,TF: 0.00025208,IDF: 2.62304243,TF × IDF: 0.00066124
Term: 感恩,Count: 25,TF: 0.00025208,IDF: 2.84489118,TF × IDF: 0.00071716
Term: 我家,Count: 25,TF: 0.00025208,IDF: 2.71995244,TF × IDF: 0.00068567
Term: 执行,Count: 25,TF: 0.00025208,IDF: 3.02098244,TF × IDF: 0.00076155
Term: 一步,Count: 25,TF: 0.00025208,IDF: 2.71995244,TF × IDF: 0.00068567
Term: 顺利,Count: 25,TF: 0.00025208,IDF: 3.02098244,TF × IDF: 0.00076155
Term: 牺牲,Count: 25,TF: 0.00025208,IDF: 2.71995244,TF × IDF: 0.00068567
Term: 国泰民安,Count: 25,TF: 0.00025208,IDF: 3.02098244,TF × IDF: 0.00076155
Term: 伤亡,Count: 25,TF: 0.00025208,IDF: 3.32201243,TF × IDF: 0.00083744
Term: 方式,Count: 25,TF: 0.00025208,IDF: 3.32201243,TF × IDF: 0.00083744
Term: 人命,Count: 25,TF: 0.00025208,IDF: 3.32201243,TF × IDF: 0.00083744
Term: 过分,Count: 25,TF: 0.00025208,IDF: 2.84489118,TF × IDF: 0.00071716
Term: 萧山,Count: 25,TF: 0.00025208,IDF: 3.32201243,TF × IDF: 0.00083744
Term: 乏力,Count: 25,TF: 0.00025208,IDF: 3.32201243,TF × IDF: 0.00083744
Term: 倡议,Count: 25,TF: 0.00025208,IDF: 3.32201243,TF × IDF: 0.00083744
Term: 我能,Count: 25,TF: 0.00025208,IDF: 2.84489118,TF × IDF: 0.00071716
Term: 无休,Count: 25,TF: 0.00025208,IDF: 3.32201243,TF × IDF: 0.00083744
Term: 可控,Count: 25,TF: 0.00025208,IDF: 3.32201243,TF × IDF: 0.00083744
Term: 下雪,Count: 25,TF: 0.00025208,IDF: 3.32201243,TF × IDF: 0.00083744
Term: 祈祷,Count: 25,TF: 0.00025208,IDF: 3.32201243,TF × IDF: 0.00083744
Term: 谢谢您,Count: 25,TF: 0.00025208,IDF: 3.32201243,TF × IDF: 0.00083744
Term: 牢记,Count: 25,TF: 0.00025208,IDF: 3.32201243,TF × IDF: 0.00083744
Term: 电信,Count: 25,TF: 0.00025208,IDF: 3.32201243,TF × IDF: 0.00083744
Term: 注,Count: 25,TF: 0.00025208,IDF: 1.55858444,TF × IDF: 0.00039290
Term: 独居,Count: 25,TF: 0.00025208,IDF: 3.32201243,TF × IDF: 0.00083744
Term: 红会,Count: 24,TF: 0.00024200,IDF: 2.24283119,TF × IDF: 0.00054277
Term: 多个,Count: 24,TF: 0.00024200,IDF: 2.84489118,TF × IDF: 0.00068848
Term: 监工,Count: 24,TF: 0.00024200,IDF: 2.47691439,TF × IDF: 0.00059942
Term: 救人,Count: 24,TF: 0.00024200,IDF: 2.84489118,TF × IDF: 0.00068848
Term: 查查,Count: 24,TF: 0.00024200,IDF: 2.62304243,TF × IDF: 0.00063479
Term: 研究,Count: 24,TF: 0.00024200,IDF: 3.02098244,TF × IDF: 0.00073109
Term: 小汤山,Count: 24,TF: 0.00024200,IDF: 2.62304243,TF × IDF: 0.00063479
Term: 输入,Count: 24,TF: 0.00024200,IDF: 2.41892245,TF × IDF: 0.00058539
Term: 总会,Count: 24,TF: 0.00024200,IDF: 2.41892245,TF × IDF: 0.00058539
Term: 徐州,Count: 24,TF: 0.00024200,IDF: 2.71995244,TF × IDF: 0.00065824
Term: 场所,Count: 24,TF: 0.00024200,IDF: 2.47691439,TF × IDF: 0.00059942
Term: 自行,Count: 24,TF: 0.00024200,IDF: 2.41892245,TF × IDF: 0.00058539
Term: 社会活动,Count: 24,TF: 0.00024200,IDF: 2.62304243,TF × IDF: 0.00063479
Term: 回到,Count: 24,TF: 0.00024200,IDF: 2.54386118,TF × IDF: 0.00061563
Term: 干部,Count: 24,TF: 0.00024200,IDF: 2.41892245,TF × IDF: 0.00058539
Term: 吃饭,Count: 24,TF: 0.00024200,IDF: 2.62304243,TF × IDF: 0.00063479
Term: 消防,Count: 24,TF: 0.00024200,IDF: 3.02098244,TF × IDF: 0.00073109
Term: 早就,Count: 24,TF: 0.00024200,IDF: 2.84489118,TF × IDF: 0.00068848
Term: 深圳,Count: 24,TF: 0.00024200,IDF: 2.54386118,TF × IDF: 0.00061563
Term: 待在家里,Count: 24,TF: 0.00024200,IDF: 2.84489118,TF × IDF: 0.00068848
Term: 举,Count: 24,TF: 0.00024200,IDF: 2.06673993,TF × IDF: 0.00050016
Term: 一只,Count: 24,TF: 0.00024200,IDF: 2.54386118,TF × IDF: 0.00061563
Term: 路线,Count: 24,TF: 0.00024200,IDF: 2.62304243,TF × IDF: 0.00063479
Term: 最想,Count: 24,TF: 0.00024200,IDF: 2.84489118,TF × IDF: 0.00068848
Term: 道歉,Count: 24,TF: 0.00024200,IDF: 2.71995244,TF × IDF: 0.00065824
Term: 超市,Count: 24,TF: 0.00024200,IDF: 2.62304243,TF × IDF: 0.00063479
Term: 赢,Count: 24,TF: 0.00024200,IDF: 2.54386118,TF × IDF: 0.00061563
Term: 朋友圈,Count: 24,TF: 0.00024200,IDF: 3.02098244,TF × IDF: 0.00073109
Term: 高峰期,Count: 24,TF: 0.00024200,IDF: 2.41892245,TF × IDF: 0.00058539
Term: 感冒,Count: 24,TF: 0.00024200,IDF: 2.84489118,TF × IDF: 0.00068848
Term: 吓人,Count: 24,TF: 0.00024200,IDF: 3.02098244,TF × IDF: 0.00073109
Term: 依旧,Count: 24,TF: 0.00024200,IDF: 3.02098244,TF × IDF: 0.00073109
Term: 科普,Count: 24,TF: 0.00024200,IDF: 3.02098244,TF × IDF: 0.00073109
Term: 状态,Count: 24,TF: 0.00024200,IDF: 3.02098244,TF × IDF: 0.00073109
Term: 服务,Count: 24,TF: 0.00024200,IDF: 2.84489118,TF × IDF: 0.00068848
Term: 害,Count: 24,TF: 0.00024200,IDF: 1.77794439,TF × IDF: 0.00043027
Term: 60,Count: 24,TF: 0.00024200,IDF: 2.11789245,TF × IDF: 0.00051254
Term: 复制粘贴,Count: 24,TF: 0.00024200,IDF: 3.32201243,TF × IDF: 0.00080394
Term: 传染病,Count: 24,TF: 0.00024200,IDF: 3.32201243,TF × IDF: 0.00080394
Term: 00,Count: 24,TF: 0.00024200,IDF: 1.71995244,TF × IDF: 0.00041623
Term: 实力,Count: 24,TF: 0.00024200,IDF: 3.32201243,TF × IDF: 0.00080394
Term: 活命,Count: 24,TF: 0.00024200,IDF: 3.32201243,TF × IDF: 0.00080394
Term: 联通,Count: 24,TF: 0.00024200,IDF: 3.32201243,TF × IDF: 0.00080394
Term: 好听,Count: 24,TF: 0.00024200,IDF: 3.02098244,TF × IDF: 0.00073109
Term: 恳请,Count: 24,TF: 0.00024200,IDF: 3.32201243,TF × IDF: 0.00080394
Term: 🌸,Count: 24,TF: 0.00024200,IDF: 3.32201243,TF × IDF: 0.00080394
Term: 丢,Count: 23,TF: 0.00023192,IDF: 2.32201243,TF × IDF: 0.00053852
Term: 瞎,Count: 23,TF: 0.00023192,IDF: 2.54386118,TF × IDF: 0.00058997
Term: 省市,Count: 23,TF: 0.00023192,IDF: 2.62304243,TF × IDF: 0.00060834
Term: 微博上,Count: 23,TF: 0.00023192,IDF: 2.71995244,TF × IDF: 0.00063081
Term: 说法,Count: 23,TF: 0.00023192,IDF: 2.84489118,TF × IDF: 0.00065979
Term: 怎么回事,Count: 23,TF: 0.00023192,IDF: 3.02098244,TF × IDF: 0.00070063
Term: 易感,Count: 23,TF: 0.00023192,IDF: 2.84489118,TF × IDF: 0.00065979
Term: 打赢,Count: 23,TF: 0.00023192,IDF: 2.71995244,TF × IDF: 0.00063081
Term: 坏,Count: 23,TF: 0.00023192,IDF: 2.36776992,TF × IDF: 0.00054913
Term: 外,Count: 23,TF: 0.00023192,IDF: 1.39259351,TF × IDF: 0.00032297
Term: 两次,Count: 23,TF: 0.00023192,IDF: 2.24283119,TF × IDF: 0.00052016
Term: 抱,Count: 23,TF: 0.00023192,IDF: 2.71995244,TF × IDF: 0.00063081
Term: 风险,Count: 23,TF: 0.00023192,IDF: 2.62304243,TF × IDF: 0.00060834
Term: 待客,Count: 23,TF: 0.00023192,IDF: 2.54386118,TF × IDF: 0.00058997
Term: 及全,Count: 23,TF: 0.00023192,IDF: 2.62304243,TF × IDF: 0.00060834
Term: 哈哈,Count: 23,TF: 0.00023192,IDF: 2.17588440,TF × IDF: 0.00050463
Term: 别去,Count: 23,TF: 0.00023192,IDF: 2.84489118,TF × IDF: 0.00065979
Term: 药店,Count: 23,TF: 0.00023192,IDF: 2.62304243,TF × IDF: 0.00060834
Term: 疑似病例,Count: 23,TF: 0.00023192,IDF: 2.41892245,TF × IDF: 0.00056100
Term: ....,Count: 23,TF: 0.00023192,IDF: 2.41892245,TF × IDF: 0.00056100
Term: 很快,Count: 23,TF: 0.00023192,IDF: 2.54386118,TF × IDF: 0.00058997
Term: 错,Count: 23,TF: 0.00023192,IDF: 2.17588440,TF × IDF: 0.00050463
Term: 提,Count: 23,TF: 0.00023192,IDF: 1.70922858,TF × IDF: 0.00039640
Term: 出院,Count: 23,TF: 0.00023192,IDF: 2.54386118,TF × IDF: 0.00058997
Term: 生病,Count: 23,TF: 0.00023192,IDF: 2.71995244,TF × IDF: 0.00063081
Term: 鄂,Count: 23,TF: 0.00023192,IDF: 2.84489118,TF × IDF: 0.00065979
Term: 明明,Count: 23,TF: 0.00023192,IDF: 2.62304243,TF × IDF: 0.00060834
Term: 车辆,Count: 23,TF: 0.00023192,IDF: 3.02098244,TF × IDF: 0.00070063
Term: 制造,Count: 23,TF: 0.00023192,IDF: 2.84489118,TF × IDF: 0.00065979
Term: 管不住,Count: 23,TF: 0.00023192,IDF: 2.32201243,TF × IDF: 0.00053852
Term: 员工,Count: 23,TF: 0.00023192,IDF: 2.62304243,TF × IDF: 0.00060834
Term: 抵抗力,Count: 23,TF: 0.00023192,IDF: 2.84489118,TF × IDF: 0.00065979
Term: 谢谢你们,Count: 23,TF: 0.00023192,IDF: 3.02098244,TF × IDF: 0.00070063
Term: 正式,Count: 23,TF: 0.00023192,IDF: 2.54386118,TF × IDF: 0.00058997
Term: 年轻,Count: 23,TF: 0.00023192,IDF: 2.71995244,TF × IDF: 0.00063081
Term: 空巢,Count: 23,TF: 0.00023192,IDF: 2.47691439,TF × IDF: 0.00057445
Term: 感到,Count: 23,TF: 0.00023192,IDF: 3.02098244,TF × IDF: 0.00070063
Term: 昨晚,Count: 23,TF: 0.00023192,IDF: 2.71995244,TF × IDF: 0.00063081
Term: 宝贝,Count: 23,TF: 0.00023192,IDF: 3.32201243,TF × IDF: 0.00077044
Term: 当官,Count: 23,TF: 0.00023192,IDF: 3.32201243,TF × IDF: 0.00077044
Term: 蹭,Count: 23,TF: 0.00023192,IDF: 3.32201243,TF × IDF: 0.00077044
Term: 街上,Count: 23,TF: 0.00023192,IDF: 3.32201243,TF × IDF: 0.00077044
Term: 农民,Count: 23,TF: 0.00023192,IDF: 3.32201243,TF × IDF: 0.00077044
Term: 稳定,Count: 23,TF: 0.00023192,IDF: 3.32201243,TF × IDF: 0.00077044
Term: 🙋,Count: 23,TF: 0.00023192,IDF: 3.32201243,TF × IDF: 0.00077044
Term: 别聚,Count: 23,TF: 0.00023192,IDF: 3.32201243,TF × IDF: 0.00077044
Term: 当回事,Count: 23,TF: 0.00023192,IDF: 3.32201243,TF × IDF: 0.00077044
Term: 上坟,Count: 23,TF: 0.00023192,IDF: 3.32201243,TF × IDF: 0.00077044
Term: 技术,Count: 23,TF: 0.00023192,IDF: 3.32201243,TF × IDF: 0.00077044
Term: 照片,Count: 23,TF: 0.00023192,IDF: 3.32201243,TF × IDF: 0.00077044
Term: 淘宝,Count: 23,TF: 0.00023192,IDF: 3.32201243,TF × IDF: 0.00077044
Term: 浑身,Count: 23,TF: 0.00023192,IDF: 3.32201243,TF × IDF: 0.00077044
Term: 暑假,Count: 23,TF: 0.00023192,IDF: 3.32201243,TF × IDF: 0.00077044
Term: 路上,Count: 23,TF: 0.00023192,IDF: 3.32201243,TF × IDF: 0.00077044
Term: 杀,Count: 23,TF: 0.00023192,IDF: 2.32201243,TF × IDF: 0.00053852
Term: 中福,Count: 23,TF: 0.00023192,IDF: 3.32201243,TF × IDF: 0.00077044
Term: 太美,Count: 23,TF: 0.00023192,IDF: 3.32201243,TF × IDF: 0.00077044
Term: 早上好,Count: 23,TF: 0.00023192,IDF: 3.32201243,TF × IDF: 0.00077044
Term: 一生,Count: 23,TF: 0.00023192,IDF: 3.32201243,TF × IDF: 0.00077044
Term: 沦陷,Count: 22,TF: 0.00022183,IDF: 2.71995244,TF × IDF: 0.00060339
Term: 前方,Count: 22,TF: 0.00022183,IDF: 2.71995244,TF × IDF: 0.00060339
Term: 各方,Count: 22,TF: 0.00022183,IDF: 2.41892245,TF × IDF: 0.00053661
Term: 捐给,Count: 22,TF: 0.00022183,IDF: 2.41892245,TF × IDF: 0.00053661
Term: 莆田,Count: 22,TF: 0.00022183,IDF: 2.47691439,TF × IDF: 0.00054947
Term: 是因为,Count: 22,TF: 0.00022183,IDF: 2.84489118,TF × IDF: 0.00063110
Term: 一堆,Count: 22,TF: 0.00022183,IDF: 2.62304243,TF × IDF: 0.00058189
Term: 一份,Count: 22,TF: 0.00022183,IDF: 2.84489118,TF × IDF: 0.00063110
Term: 有个,Count: 22,TF: 0.00022183,IDF: 2.62304243,TF × IDF: 0.00058189
Term: 疫苗,Count: 22,TF: 0.00022183,IDF: 2.36776992,TF × IDF: 0.00052526
Term: 派,Count: 22,TF: 0.00022183,IDF: 2.47691439,TF × IDF: 0.00054947
Term: 长沙,Count: 22,TF: 0.00022183,IDF: 2.71995244,TF × IDF: 0.00060339
Term: 是从,Count: 22,TF: 0.00022183,IDF: 2.71995244,TF × IDF: 0.00060339
Term: 大连,Count: 22,TF: 0.00022183,IDF: 2.71995244,TF × IDF: 0.00060339
Term: 到达,Count: 22,TF: 0.00022183,IDF: 2.84489118,TF × IDF: 0.00063110
Term: 组织,Count: 22,TF: 0.00022183,IDF: 2.84489118,TF × IDF: 0.00063110
Term: 车厢,Count: 22,TF: 0.00022183,IDF: 2.71995244,TF × IDF: 0.00060339
Term: 动员,Count: 22,TF: 0.00022183,IDF: 2.84489118,TF × IDF: 0.00063110
Term: 网上,Count: 22,TF: 0.00022183,IDF: 2.62304243,TF × IDF: 0.00058189
Term: 主动,Count: 22,TF: 0.00022183,IDF: 2.71995244,TF × IDF: 0.00060339
Term: 有用,Count: 22,TF: 0.00022183,IDF: 2.71995244,TF × IDF: 0.00060339
Term: 发布会,Count: 22,TF: 0.00022183,IDF: 2.47691439,TF × IDF: 0.00054947
Term: 毒,Count: 22,TF: 0.00022183,IDF: 1.34888458,TF × IDF: 0.00029923
Term: 发病,Count: 22,TF: 0.00022183,IDF: 2.84489118,TF × IDF: 0.00063110
Term: 医者,Count: 22,TF: 0.00022183,IDF: 2.71995244,TF × IDF: 0.00060339
Term: 工程,Count: 22,TF: 0.00022183,IDF: 2.84489118,TF × IDF: 0.00063110
Term: 责任感,Count: 22,TF: 0.00022183,IDF: 2.84489118,TF × IDF: 0.00063110
Term: 天使,Count: 22,TF: 0.00022183,IDF: 2.36776992,TF × IDF: 0.00052526
Term: 第五,Count: 22,TF: 0.00022183,IDF: 2.84489118,TF × IDF: 0.00063110
Term: 珍惜,Count: 22,TF: 0.00022183,IDF: 3.02098244,TF × IDF: 0.00067017
Term: 区域,Count: 22,TF: 0.00022183,IDF: 2.84489118,TF × IDF: 0.00063110
Term: 发达,Count: 22,TF: 0.00022183,IDF: 2.84489118,TF × IDF: 0.00063110
Term: 潜在,Count: 22,TF: 0.00022183,IDF: 2.84489118,TF × IDF: 0.00063110
Term: 二次,Count: 22,TF: 0.00022183,IDF: 2.84489118,TF × IDF: 0.00063110
Term: 回答,Count: 22,TF: 0.00022183,IDF: 2.71995244,TF × IDF: 0.00060339
Term: 自律,Count: 22,TF: 0.00022183,IDF: 3.02098244,TF × IDF: 0.00067017
Term: 道,Count: 22,TF: 0.00022183,IDF: 1.33524070,TF × IDF: 0.00029620
Term: 跟着,Count: 22,TF: 0.00022183,IDF: 3.02098244,TF × IDF: 0.00067017
Term: 打开,Count: 22,TF: 0.00022183,IDF: 2.84489118,TF × IDF: 0.00063110
Term: 得病,Count: 22,TF: 0.00022183,IDF: 3.02098244,TF × IDF: 0.00067017
Term: 入户,Count: 22,TF: 0.00022183,IDF: 3.32201243,TF × IDF: 0.00073695
Term: 怕死,Count: 22,TF: 0.00022183,IDF: 3.32201243,TF × IDF: 0.00073695
Term: 科比,Count: 22,TF: 0.00022183,IDF: 3.32201243,TF × IDF: 0.00073695
Term: 扔,Count: 22,TF: 0.00022183,IDF: 3.32201243,TF × IDF: 0.00073695
Term: c,Count: 22,TF: 0.00022183,IDF: 2.62304243,TF × IDF: 0.00058189
Term: 上门,Count: 22,TF: 0.00022183,IDF: 3.02098244,TF × IDF: 0.00067017
Term: 下发,Count: 22,TF: 0.00022183,IDF: 3.32201243,TF × IDF: 0.00073695
Term: 樱花,Count: 22,TF: 0.00022183,IDF: 3.32201243,TF × IDF: 0.00073695
Term: 氛围,Count: 22,TF: 0.00022183,IDF: 3.32201243,TF × IDF: 0.00073695
Term: 度,Count: 22,TF: 0.00022183,IDF: 1.65925460,TF × IDF: 0.00036808
Term: 漏,Count: 22,TF: 0.00022183,IDF: 2.36776992,TF × IDF: 0.00052526
Term: 较弱,Count: 22,TF: 0.00022183,IDF: 3.32201243,TF × IDF: 0.00073695
Term: 地球,Count: 22,TF: 0.00022183,IDF: 3.32201243,TF × IDF: 0.00073695
Term: 上下班,Count: 22,TF: 0.00022183,IDF: 3.32201243,TF × IDF: 0.00073695
Term: 举办,Count: 22,TF: 0.00022183,IDF: 3.32201243,TF × IDF: 0.00073695
Term: 恨,Count: 22,TF: 0.00022183,IDF: 2.62304243,TF × IDF: 0.00058189
Term: 发个,Count: 22,TF: 0.00022183,IDF: 3.32201243,TF × IDF: 0.00073695
Term: 声音,Count: 22,TF: 0.00022183,IDF: 3.32201243,TF × IDF: 0.00073695
Term: 愿望,Count: 22,TF: 0.00022183,IDF: 3.32201243,TF × IDF: 0.00073695
Term: 拨打,Count: 22,TF: 0.00022183,IDF: 3.32201243,TF × IDF: 0.00073695
Term: 客服,Count: 22,TF: 0.00022183,IDF: 3.32201243,TF × IDF: 0.00073695
Term: 占用,Count: 22,TF: 0.00022183,IDF: 3.32201243,TF × IDF: 0.00073695
Term: 我爱你,Count: 22,TF: 0.00022183,IDF: 3.32201243,TF × IDF: 0.00073695
Term: 子,Count: 22,TF: 0.00022183,IDF: 1.47691439,TF × IDF: 0.00032763
Term: 羡慕,Count: 22,TF: 0.00022183,IDF: 3.32201243,TF × IDF: 0.00073695
Term: Guo,Count: 22,TF: 0.00022183,IDF: 3.32201243,TF × IDF: 0.00073695
Term: 背后,Count: 22,TF: 0.00022183,IDF: 3.32201243,TF × IDF: 0.00073695
Term: 友谊,Count: 22,TF: 0.00022183,IDF: 3.32201243,TF × IDF: 0.00073695
